Topic,Title,Context,date,media,country,Security,Symbol,title_sentiment,context_sentiment,sentiment,day_sentiment,sentiment_cat,day_sent_cat,daybefore,dayafter,dayBefore_sent_cat,dayAfter_sent_cat
Testing,AstraZeneca COVID-19 vaccine trials resume in Brazil,"AstraZeneca paused global trials temporarily last week after an unexplained illness in a participant in Britain. Brazil has the third worst coronavirus outbreak after the United States and India and has become a sought-out testing ground for COVID-19 vaccines under development in Britain, China and Russia. Phase III clinical trials of Russia's Sputnik V vaccine against COVID-19 will be conducted in the Brazilian states of Bahia and Parana, which has plans to produce the vaccine for Brazil and other Latin American countries.",2020-09-15,reuters.com,Global,,,0.0,-0.16785714285714287,-0.08392857142857144,0.05737981601731601,negative,positive,2020-09-14,2020-09-16,0.09275572047000619,0.1448809523809524
Testing,AstraZeneca COVID-19 Vaccine Trials Resume in UK,"Also on Saturday, Pfizer and BioNTech asked regulators in the U.S. to allow them to expand the enrollment for their COVID-19 vaccine from 30,000 to 44,000, according to The Wall Street Journal. They expect to reach their 30,000 target by next week, and the expansion would allow them to increase diversity, include younger participants, and test people who have other viral diseases such as HIV and hepatitis.",2020-09-15,webmd.com,Global,Pfizer,PFE,0.0,-0.03125,-0.015625,0.05737981601731601,negative,positive,2020-09-14,2020-09-16,0.09275572047000619,0.1448809523809524
Covid19,UAE Announces Emergency Approval For Use Of COVID-19 Vaccine,"The announcement comes amid a surge in new COVID-19 cases in the UAE, which reported 1,007 cases on Saturday, its highest since the start of the pandemic. There were 777 new cases on Monday. Emergency use of the vaccine, which is still being tested, was granted after a set criteria and after it had been tested on 31,000 volunteers, it said.",2020-09-15,news18.com,Global,,,0.0,0.13636363636363635,0.06818181818181818,0.05737981601731601,positive,positive,2020-09-14,2020-09-16,0.09275572047000619,0.1448809523809524
Covid19,AstraZeneca COVID-19 vaccine study paused after one illness,"The development came the same day that AstraZeneca and eight other drugmakers issued an unusual pledge, vowing to uphold the highest ethical and scientific standards in developing their vaccines. The announcement follows worries that President Donald Trump will pressure the U.S. Food and Drug Administration to approve a vaccine before it's proven to be safe and effective. The U.S. has invested billions of dollars in efforts to quickly develop multiple vaccines against COVID-19.",2020-09-15,thetelegraph.com,Global,,,0.0,0.21354166666666666,0.10677083333333333,0.05737981601731601,positive,positive,2020-09-14,2020-09-16,0.09275572047000619,0.1448809523809524
Testing,COVID-19 vaccine latest flashpoint in White House campaign,"All rights reserved. Photo: Patrick Semansky, AP Photo: Patrick Semansky, AP Photo: Patrick Semansky, AP COVID-19 vaccine latest flashpoint in White House campaign Back to Gallery WASHINGTON (AP) — The prospect of a vaccine to shield Americans from coronavirus infection emerged as a point of contention in the White House race as President Donald Trump accused Democrats of ""disparaging"" for political gain a vaccine he repeatedly has said could be available before the election. ""It's so dangerous for our country, what they say, but the vaccine will be very safe and very effective,"" the president pledged Monday at a White House news conference. Trump leveled the accusation a day after Sen. Kamala Harris, the Democrats' vice presidential candidate, said she ""would not trust his word"" on gettin",2020-09-15,sfgate.com,Global,,,0.25,0.173,0.2115,0.05737981601731601,positive,positive,2020-09-14,2020-09-16,0.09275572047000619,0.1448809523809524
Covid19,"For Biden, risks abound in questioning COVID-19 vaccine breakthrough","WASHINGTON — President Donald Trump's push for a coronavirus vaccine breakthrough before Election Day is forcing his Democratic presidential opponent, Joe Biden, to make a choice. He can either cast doubt on a vaccine process widely seen among Democrats as political — or begin to build up trust in an eventual vaccine that Biden may be tasked with distributing early next year if he wins in November. Biden campaign officials are attempting to walk that tightrope by confronting the president on his politically advantageous timeline without undermining public confidence in a prospective inoculation.",2020-09-16,northwestgeorgianews.com,Global,,,0.0,0.04285714285714286,0.02142857142857143,0.1448809523809524,positive,positive,2020-09-15,2020-09-17,0.05737981601731601,0.2139141414141414
Covid19,COVID-19 vaccine: Bill Gates thinks this coronavirus vaccine may be ready by year-end,"The only vaccine that if everything went perfectly, might seek the emergency use license by the end of October, would be Pfizer."" according to CNBC. Joining the debate over ""vaccine nationalism"", Gates urged the United States to take more global approach in dealing with coronavirus pandemic. ""We're trying to make sure we can end it not just in the rich countries,"" Gates earlier said in an interview with Bloomberg.",2020-09-16,livemint.com,Global,Pfizer,PFE,0.2,0.3392857142857143,0.2696428571428572,0.1448809523809524,positive,positive,2020-09-15,2020-09-17,0.05737981601731601,0.2139141414141414
Testing,"Some back out of J&J COVID-19 vaccine trial in Spain after AstraZeneca scare, lead investigator says",This highlights the challenge for drugmakers in trialling potential vaccines to control the pandemic in enormous public scrutiny. Drugmakers often pause trials while testing drugs but they do not typically disclose that. AstraZeneca's COVID-19 vaccine trial was placed on hold globally on Sept.6 after a serious side effect was reported in a trial participant in the UK.,2020-09-16,uk.reuters.com,Global,,,0.0,-0.041666666666666664,-0.020833333333333332,0.1448809523809524,negative,positive,2020-09-15,2020-09-17,0.05737981601731601,0.2139141414141414
Cases,Who Gets The COVID-19 Vaccine First? (VIDEO),"""Our model, our best case predicts that we will have an answer by the end of October,"" says Albert Bourla. The Pfizer's CEO and chairman predicts that the drugmaker will know by next month whether its COVID-19 vaccine works and if it's safe and effective.",2020-09-16,newsy.com,Global,Pfizer,PFE,0.25,0.525,0.3875,0.1448809523809524,positive,positive,2020-09-15,2020-09-17,0.05737981601731601,0.2139141414141414
Covid19,World Health Organization announces distribution plan for COVID-19 vaccine,"WHO Director-General Dr. Tedros Adhanom Ghebreyesus said in Geneva on Friday. ""Vaccine nationalism will prolong the pandemic, not shorten it."" The WHO's proposed vaccine distribution framework ensures all countries access to the novel coronavirus vaccine once it becomes available. Participating upper- and middle-income countries, also called ""self-financing"" countries, will provide funding for the vaccine accelerator program, abbreviated COVAX, knowing that the long-term goal is global prosperity.",2020-09-16,940wfaw.com,Global,,,0.0,0.13333333333333333,0.06666666666666667,0.1448809523809524,positive,positive,2020-09-15,2020-09-17,0.05737981601731601,0.2139141414141414
Cases,"Contradicting the CDC, Trump Says COVID-19 Vaccine Could Be Ready By End of Year","Administration's pandemic response In her opening remarks, Sen. Patty Murray, D-Wash., the top Democrat on the panel, blasted Trump, referring to reporting in Bob Woodward's new book about what the president knew about the virus versus what he said publicly. ""I was deeply angered last week to hear President Trump admitting that even though he understood COVID-19 was even more deadly than your strenuous flu, that's a quote, he was intentionally playing down the crisis,"" she said. Giroir testified that since ""post-Memorial Day peaks,"" the number of new COVID-19 cases is down 19%, the number of hospitalizations is down 49% and the number of deaths is down 33%. But Giroir testified that ""these gains could be fleeting or even reversed"" if people stop wearing masks and avoiding crowds.",2020-09-17,wuwm.com,Global,,,0.2,-0.0691919191919192,0.06540404040404041,0.2139141414141414,positive,positive,2020-09-16,2020-09-18,0.1448809523809524,0.07170045695045695
Covid19,SCVNews.com | L.A. County Planning for COVID-19 Vaccine Distribution,"The Los Angeles County Board of Supervisors gave direction Tuesday that would allow Public Health officials to start a COVID-19 vaccine distribution plan for residents when one becomes available. Supervisor Janice Hahn introduced the motion, which states that such a plan must be ready and ensure priority is given to those in targeted groups and underserved populations disproportionately affected by the pandemic. ""We are the largest county in the nation, and when the time comes, we will need to fairly and equitably get a vaccine to over 10 million people,"" Hahn said in a statement. ""We need to start preparing now to receive, store, distribute and administer a vaccine so we don't waste any time.""",2020-09-17,scvnews.com,Global,,,0.0,0.18333333333333335,0.09166666666666667,0.2139141414141414,positive,positive,2020-09-16,2020-09-18,0.1448809523809524,0.07170045695045695
